Symbol,Name,Sector,Price,Dividend Yield,Price/Earnings,Earnings/Share,Book Value,52 week low,52 week high,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
MMM,3M Company,Industrials,178.545,2.520,22.512,7.931,19.955,134.640,182.270,107.39,8.66,3.517,8.814,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM
ABT,Abbott Laboratories,Health Care,39.2901,2.7100,42.8931,0.9160,14.1110,36.0000,46.2200,57.85,4.64,2.7501,2.7411,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABT
ABBV,AbbVie,Health Care,61.64,4.15,16.66,3.70,3.98,50.71,68.12,100.17,11.18,3.92,15.30,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABBV
ACN,Accenture plc,Information Technology,123.36,2.04,19.13,6.45,12.17,91.40,124.96,76.52,5.54,2.30,10.00,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ACN
ATVI,Activision Blizzard,Information Technology,36.755,0.690,31.905,1.152,11.866,26.490,45.550,27.32,1.89,4.674,3.151,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ATVI
AYI,Acuity Brands Inc,Industrials,247.87,0.21,37.39,6.63,38.30,169.42,280.89,10.74,0.5684,3.25,6.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AYI
ADBE,Adobe Systems Inc,Information Technology,104.44,0.00,53.29,1.96,14.64,71.27,111.09,51.93,1.65,9.27,7.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADBE
AAP,Advance Auto Parts,Consumer Discretionary,175.535,0.140,28.767,6.102,38.781,131.590,177.830,12.93,1.16,1.366,4.552,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAP
AES,AES Corp,Utilities,11.95,3.88,,-0.41,4.37,8.22,13.32,7.88,3.43,0.55,2.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AES
AET,Aetna Inc,Health Care,128.86,0.78,18.58,6.93,52.10,92.42,136.50,45.22,5.97,0.73,2.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AET
AMG,Affiliated Managers Group Inc,Financials,161.44,,18.63,8.67,58.06,115.97,179.85,8.85,0.8562000000000001,3.96,2.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMG
AFL,AFLAC Inc,Financials,69.06,2.51,10.95,6.31,55.84,54.57,74.50,28.18,4.61,1.28,1.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AFL
A,Agilent Technologies Inc,Health Care,46.30,1.18,33.07,1.40,13.09,34.15,48.63,15.00,0.861,3.53,3.50,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=A
APD,Air Products & Chemicals Inc,Materials,149.50,2.32,51.73,2.89,32.57,106.05,149.70,32.50,3.11,3.40,4.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APD
AKAM,Akamai Technologies Inc,Information Technology,64.91,,36.86,1.76,18.25,39.43,71.04,11.25,0.71369,4.99,3.63,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AKAM
ALK,Alaska Air Group Inc,Industrials,89.91,1.30,12.61,7.13,23.23,54.51,90.27,11.08,1.79,1.89,3.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALK
ALB,Albemarle Corp,Materials,90.53,1.41,47.40,1.91,29.33,45.78,92.24,10.18,0.9729800000000001,2.93,3.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALB
AA,Alcoa Inc,Materials,32.00,1.25,,-5.94,38.17,20.00,32.19,5.85,1.11,0.62,0.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AA
ALXN,Alexion Pharmaceuticals,Health Care,132.20,,80.61,1.64,37.93,110.56,193.45,29.64,1.11,9.56,3.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALXN
ALLE,Allegion,Industrials,65.73,0.74,28.21,2.33,1.58,52.95,73.49,6.31,0.4883,2.84,41.35,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALLE
AGN,Allergan plc,Health Care,192.80,1.47,5.41,35.66,221.28,184.50,317.48,72.32,6.81,4.23,0.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AGN
ADS,Alliance Data Systems,Information Technology,232.31,0.92,24.55,9.46,30.86,176.63,280.95,13.42,1.67,1.96,7.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADS
LNT,Alliant Energy Corp,Utilities,36.84,3.26,24.38,1.51,16.96,29.07,40.99,8.38,1.03,2.54,2.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNT
ALL,Allstate Corp,Financials,72.46,1.86,19.62,3.69,52.14,56.03,72.72,26.68,2.91,0.73,1.37,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALL
GOOGL,Alphabet Inc Class A,Information Technology,808.7391,,29.6003,27.3220,194.5960,672.6600,839.0000,557.41,28.29,6.4073,4.0863,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GOOGL
GOOG,Alphabet Inc Class C,Information Technology,788.34,,28.85,27.32,194.60,663.06,816.68,543.35,28.29,6.26,3.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GOOG
MO,Altria Group Inc,Consumer Staples,66.52,3.79,25.01,2.66,1.51,56.15,70.15,129.85,9.45,6.60,43.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MO
AMZN,Amazon.com Inc,Consumer Discretionary,767.21,,175.76,4.36,37.44,474.00,847.21,364.55,10.96,2.85,20.50,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMZN
AEE,Ameren Corp,Utilities,50.50,3.57,18.89,2.67,29.65,41.33,54.08,12.25,2.29,2.08,1.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEE
AAL,American Airlines Group,Industrials,49.40,0.86,5.12,9.65,8.46,24.85,50.64,25.60,8.22,0.62,5.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAL
AEP,American Electric Power,Utilities,60.93,3.97,42.43,1.44,35.23,54.08,71.32,29.96,5.22,1.83,1.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEP
AXP,American Express Co,Financials,74.705,1.770,13.274,5.628,22.919,50.270,75.200,68.37,0.00,2.246,3.268,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AXP
AIG,"American International Group, Inc.",Financials,65.83,1.97,214.43,0.31,85.02,48.41,66.10,67.62,5.33,1.27,0.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AIG
AMT,American Tower Corp A,Financials,103.115,2.060,51.609,1.998,15.759,83.070,118.260,43.89,3.31,7.887,6.497,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMT
AWK,American Water Works Company Inc,Utilities,72.81,2.08,28.01,2.60,29.43,56.40,85.24,12.96,1.52,3.96,2.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AWK
AMP,Ameriprise Financial,Financials,118.55,2.60,16.08,7.37,42.88,76.00,119.32,18.74,2.79,1.60,2.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMP
ABC,AmerisourceBergen Corp,Health Care,78.85,1.91,12.48,6.32,9.68,68.38,105.81,17.35,2.07,0.12,7.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABC
AME,Ametek,Industrials,50.935,0.710,22.146,2.300,14.575,42.820,54.700,11.79,1.02,3.065,3.503,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AME
AMGN,Amgen Inc,Health Care,143.68,2.83,14.38,9.99,41.32,133.64,176.85,106.89,11.55,4.64,3.40,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMGN
APH,Amphenol Corp A,Industrials,68.48,0.94,27.50,2.49,12.01,44.50,69.19,21.12,1.40,3.50,5.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APH
APC,Anadarko Petroleum Corp,Energy,70.48,0.29,,-7.45,22.87,28.16,71.10,39.39,2.63,4.97,3.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APC
ADI,"Analog Devices, Inc.",Information Technology,73.06,2.30,26.47,2.76,16.76,47.24,74.87,22.51,1.25,6.65,4.41,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADI
ANTM,Anthem Inc.,Health Care,145.57,1.81,17.09,8.52,93.94,114.85,148.00,38.35,5.55,0.46,1.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ANTM
AON,Aon plc,Financials,113.17,1.17,20.86,5.42,20.62,83.83,116.59,29.77,2.49,2.57,5.47,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AON
APA,Apache Corporation,Energy,66.52,1.51,,-47.56,17.05,32.20,67.76,25.24,2.76,5.13,3.90,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APA
AIV,Apartment Investment & Mgmt,Financials,42.435,3.160,20.520,2.068,9.930,34.970,47.910,6.66,0.5684199999999999,6.904,4.290,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AIV
AAPL,Apple Inc.,Information Technology,114.12,2.07,13.73,8.31,24.03,89.47,118.69,608.52,70.53,2.77,4.67,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAPL
AMAT,Applied Materials Inc,Information Technology,32.28,1.23,20.96,1.54,6.68,15.44,32.92,34.89,2.54,3.27,4.90,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMAT
ADM,Archer-Daniels-Midland Co,Consumer Staples,46.505,2.650,17.576,2.646,30.343,29.860,47.880,26.76,2.39,0.425,1.515,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADM
AJG,Arthur J. Gallagher & Co.,Financials,50.67,3.05,23.61,2.15,20.72,35.96,52.34,9.02,0.8546,1.63,2.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AJG
AIZ,Assurant Inc,Financials,92.20,2.35,9.89,9.32,77.66,64.36,93.82,5.26,1.09,0.64,1.20,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AIZ
T,AT&T Inc,Telecommunications Services,40.365,4.980,17.169,2.351,20.130,33.090,43.890,247.88,54.13,1.513,2.007,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=T
ADSK,Autodesk Inc,Information Technology,81.045,0.000,,-1.996,4.766,41.600,83.080,18.04,-0.1301,8.267,17.151,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADSK
ADP,Automatic Data Processing,Information Technology,98.0811,2.3800,29.3480,3.3420,9.3800,76.6500,98.3600,44.25,2.65,3.7319,10.4680,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADP
AN,AutoNation Inc,Consumer Discretionary,49.11,,12.66,3.88,21.94,39.28,62.27,4.96,0.997,0.23,2.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AN
AZO,AutoZone Inc,Consumer Discretionary,803.61,,19.20,40.70,-66.12,681.01,819.54,23.03,2.39,2.16,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AZO
AVGO,Avago Technologies,Information Technology,178.55,1.24,,-2.28,49.12,114.25,181.90,70.94,4.18,6.20,3.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVGO
AVB,"AvalonBay Communities, Inc.",Financials,169.67,3.21,24.61,6.89,73.09,158.32,192.29,23.30,1.30,11.49,2.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVB
AVY,Avery Dennison Corp,Materials,72.69,2.24,21.07,3.45,11.69,57.06,79.27,6.47,0.7076,1.09,6.30,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVY
BHI,Baker Hughes Inc,Energy,66.108,1.020,,-7.666,30.602,37.580,67.070,28.43,0.003,2.614,2.151,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BHI
BLL,Ball Corp,Materials,76.81,0.70,44.04,1.74,21.25,62.30,82.24,13.43,1.24,1.58,3.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BLL
BAC,Bank of America Corp,Financials,23.08,1.33,16.88,1.37,24.19,10.99,23.24,242.72,0.00,3.03,0.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAC
BCR,Bard (C.R.) Inc.,Health Care,216.55,0.50,32.71,6.62,23.42,172.21,239.43,15.92,1.10,4.35,9.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BCR
BAX,Baxter International Inc.,Health Care,44.84,1.18,5.02,8.93,15.95,34.06,50.16,24.39,1.83,2.37,2.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAX
BBT,BB&T Corporation,Financials,47.10,2.58,17.50,2.69,33.27,29.95,47.30,38.22,0.00,3.81,1.41,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBT
BDX,Becton Dickinson,Health Care,166.74,1.77,37.14,4.49,35.79,129.50,181.76,35.40,3.20,2.78,4.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BDX
BBBY,Bed Bath & Beyond,Consumer Discretionary,48.15,1.09,9.76,4.93,17.33,38.60,54.00,7.15,1.57,0.59,2.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBBY
BRK-B,Berkshire Hathaway,Financials,164.9926,,17.4780,9.4400,163740.0781,123.5500,165.9500,0.27125,43.66,0.0013,0.0010,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BRK-B
BBY,Best Buy Co. Inc.,Consumer Discretionary,49.09,2.39,14.65,3.35,13.61,25.31,49.40,15.41,2.48,0.39,3.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBY
BIIB,BIOGEN IDEC Inc.,Health Care,287.155,,16.240,17.682,55.694,223.021,333.650,62.48,6.25,5.518,5.199,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BIIB
BLK,BlackRock,Financials,387.94,2.45,20.38,19.03,176.40,280.55,392.05,63.57,4.78,5.75,2.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BLK
HRB,Block H&R,Financials,23.0212,3.7700,14.7856,1.5570,-2.5860,19.1800,35.1400,4.96,0.82645,1.6219,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRB
BA,Boeing Company,Industrials,156.58,2.83,23.93,6.54,3.38,102.10,156.88,96.64,7.62,1.01,46.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BA
BWA,BorgWarner,Consumer Discretionary,41.85,1.35,17.04,2.46,17.42,27.52,44.35,8.91,1.48,0.99,2.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BWA
BXP,Boston Properties,Financials,128.88,2.06,40.15,3.21,35.94,107.28,144.02,19.82,1.53,7.82,3.60,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BXP
BSX,Boston Scientific,Health Care,20.84,,393.21,0.05,4.76,15.67,24.79,28.38,2.11,3.47,4.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BSX
BMY,Bristol-Myers Squibb,Health Care,57.08,2.71,28.55,2.00,9.34,49.03,77.12,95.39,5.71,5.00,5.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BMY
BF-B,Brown-Forman Corporation,Consumer Staples,45.97,1.60,17.40,2.62,3.30,43.82,51.77,17.88,1.09,5.86,13.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BF-B
CHRW,C. H. Robinson Worldwide,Industrials,77.00,2.28,21.33,3.61,8.95,60.31,77.89,10.90,0.91853,0.85,8.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHRW
CA,"CA, Inc.",Information Technology,31.655,3.280,16.504,1.918,13.383,25.180,34.990,13.23,1.30,3.271,2.375,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CA
COG,Cabot Oil & Gas,Energy,23.81,0.34,,-0.53,6.16,14.88,26.74,11.08,0.43159,10.26,3.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COG
CPB,Campbell Soup,Consumer Staples,59.19,2.43,27.81,2.13,5.19,50.54,67.89,18.23,1.58,2.26,11.23,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CPB
COF,Capital One Financial,Financials,90.32,1.82,12.91,7.00,96.21,58.03,91.38,45.26,0.00,2.38,0.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COF
CAH,Cardinal Health Inc.,Health Care,73.09,2.55,17.69,4.13,20.35,62.70,91.23,23.39,3.08,0.18,3.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAH
KMX,Carmax Inc,Consumer Discretionary,62.74,,20.40,3.08,16.03,41.25,64.88,11.94,1.19,0.79,4.00,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMX
CCL,Carnival Corp.,Consumer Discretionary,53.382,2.630,16.599,3.216,31.370,40.520,55.770,38.97,4.41,2.390,1.687,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCL
CAT,Caterpillar Inc.,Industrials,95.63,3.23,93.03,1.03,26.74,56.36,97.40,55.95,5.37,1.41,3.60,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAT
CBG,CBRE Group,Financials,32.845,,22.667,1.449,8.741,22.740,36.450,11.03,1.10,0.854,3.768,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CBG
CBS,CBS Corp.,Consumer Discretionary,62.395,1.130,17.522,3.561,12.238,41.360,64.040,26.81,3.35,1.892,5.195,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CBS
CELG,Celgene Corp.,Health Care,113.50,,43.11,2.63,7.29,93.05,127.00,87.99,4.04,8.11,15.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CELG
CNC,Centene Corporation,Health Care,56.445,,20.790,2.715,33.419,47.360,75.570,9.65,1.56,0.296,1.704,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CNC
CNP,CenterPoint Energy,Utilities,24.415,4.280,,-0.414,8.062,16.050,24.710,10.52,2.06,1.431,2.983,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CNP
CTL,CenturyLink Inc,Telecommunications Services,24.11,9.00,14.21,1.70,25.41,21.94,33.45,13.18,6.75,0.75,0.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTL
CERN,Cerner,Health Care,48.51,,25.65,1.89,12.60,47.40,67.50,16.47,1.29,3.52,3.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CERN
CF,CF Industries Holdings Inc,Materials,30.68,4.20,102.27,0.30,16.56,20.77,44.60,7.15,1.30,1.80,1.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CF
SCHW,Charles Schwab Corporation,Financials,39.32,0.71,31.71,1.24,10.03,21.51,39.89,52.13,0.00,7.34,3.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SCHW
CHK,Chesapeake Energy,Energy,7.725,0.000,,-33.879,-5.516,1.500,8.150,5.92,0.481,0.683,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHK
CVX,Chevron Corp.,Energy,115.9057,3.8300,,-0.8020,77.7640,75.3300,115.9900,218.80,13.53,2.1492,1.4810,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVX
CMG,Chipotle Mexican Grill,Consumer Discretionary,368.88,,148.98,2.48,49.72,352.96,577.76,10.68,0.27756000000000003,2.76,7.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMG
CB,Chubb Limited,Financials,132.63,0.00,17.77,7.46,103.96,106.82,132.99,61.72,4.73,2.20,1.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CB
CHD,Church & Dwight,Consumer Staples,44.385,1.580,25.582,1.735,8.206,38.425,53.680,11.48,0.8338,3.263,5.336,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHD
CI,CIGNA Corp.,Health Care,134.64,0.03,18.30,7.36,54.46,115.03,148.99,34.57,3.64,0.90,2.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CI
XEC,Cimarex Energy,Energy,141.6259,0.2200,,-11.8240,24.5700,72.7700,145.5300,13.45,0.53511,11.4184,5.8063,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XEC
CINF,Cincinnati Financial,Financials,78.065,2.490,20.068,3.890,43.236,53.640,78.570,12.86,0.999,2.387,1.810,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CINF
CTAS,Cintas Corporation,Industrials,120.74,0.87,18.15,6.65,18.94,80.00,120.96,12.67,0.9746699999999999,2.53,6.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTAS
CSCO,Cisco Systems,Information Technology,30.025,3.550,14.366,2.090,12.621,22.460,31.950,150.72,14.99,3.073,2.373,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSCO
C,Citigroup Inc.,Financials,60.15,1.08,13.08,4.60,74.51,34.52,60.80,171.41,0.00,2.68,0.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=C
CFG,Citizens Financial Group,Financials,35.4325,1.3700,19.2568,1.8400,38.4720,18.0400,35.7500,18.36,0.00,3.9306,0.9238,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CFG
CTXS,Citrix Systems,Information Technology,89.35,,29.87,2.99,15.11,60.91,90.55,13.94,0.9978899999999999,4.11,5.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTXS
CME,CME Group Inc.,Financials,122.49,1.99,28.55,4.29,62.92,81.87,122.60,41.57,2.37,11.87,1.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CME
CMS,CMS Energy,Utilities,41.11,3.11,19.75,2.08,15.26,34.51,46.25,11.47,1.89,1.81,2.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMS
COH,Coach Inc.,Consumer Discretionary,38.52,3.53,22.40,1.72,9.73,30.06,43.71,10.80,0.8871,2.41,3.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COH
CTSH,Cognizant Technology Solutions,Information Technology,55.76,,21.78,2.56,16.97,45.44,63.43,33.83,2.65,2.57,3.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTSH
CL,Colgate-Palmolive,Consumer Staples,66.33,2.37,43.38,1.53,-0.15,61.40,75.38,58.96,4.35,3.80,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CL
CMCSA,Comcast A Corp,Consumer Discretionary,69.29,1.59,20.33,3.41,22.35,52.34,70.33,165.80,25.95,2.11,3.10,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMCSA
CMA,Comerica Inc.,Financials,69.895,1.360,29.135,2.399,44.907,30.480,70.400,12.04,0.00,4.672,1.550,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMA
CAG,ConAgra Foods Inc.,Consumer Staples,38.365,2.660,25.679,1.494,8.494,29.549,38.545,16.80,1.89,1.432,4.436,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAG
CXO,Concho Resources,Energy,142.12,,,-10.26,51.03,69.94,146.87,20.04,0.94375,13.42,2.80,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CXO
COP,ConocoPhillips,Energy,50.80,2.00,,-5.66,29.19,31.05,51.06,62.94,3.58,2.67,1.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COP
ED,Consolidated Edison,Utilities,71.40,3.88,17.59,4.06,46.78,60.32,81.88,21.76,3.59,1.78,1.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ED
STZ,Constellation Brands,Consumer Staples,152.94,1.08,26.31,5.81,35.71,130.23,173.55,30.75,2.36,4.29,4.23,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STZ
GLW,Corning Inc.,Industrials,24.56,2.20,12.52,1.96,16.22,16.13,25.35,23.36,2.32,2.59,1.53,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GLW
COST,Costco Co.,Consumer Staples,159.61,1.19,29.13,5.33,27.25,138.57,169.73,70.12,5.05,0.58,5.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COST
CCI,Crown Castle International Corp.,Financials,85.61,4.55,88.08,0.97,20.01,75.71,102.82,28.90,2.08,7.48,4.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCI
CSRA,CSRA Inc.,Information Technology,32.74,1.25,49.31,0.66,1.08,20.98,32.84,5.35,0.60337,1.10,30.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSRA
